TOKENURN	HEAD
urn:cite:fuSyntax:0085003tokens.2897434_13	urn:cite:fuSyntax:0085003tokens.2897434_15
urn:cite:fuSyntax:0085003tokens.2897434_14	urn:cite:fuSyntax:0085003tokens.2897434_15
urn:cite:fuSyntax:0085003tokens.2897434_15	urn:cite:fuSyntax:0085003tokens.2897434_12
urn:cite:fuSyntax:0085003tokens.2897434_16	urn:cite:fuSyntax:0085003tokens.2897434_19
urn:cite:fuSyntax:0085003tokens.2897434_17	urn:cite:fuSyntax:0085003tokens.2897434_19
urn:cite:fuSyntax:0085003tokens.2897434_18	urn:cite:fuSyntax:0085003tokens.2897434_19
urn:cite:fuSyntax:0085003tokens.2897434_19	urn:cite:fuSyntax:0085003tokens.2897434_8
urn:cite:fuSyntax:0085003tokens.2897434_20	urn:cite:fuSyntax:0085003tokens.2897434_25
urn:cite:fuSyntax:0085003tokens.2897434_21	urn:cite:fuSyntax:0085003tokens.2897434_24
urn:cite:fuSyntax:0085003tokens.2897434_22	urn:cite:fuSyntax:0085003tokens.2897434_18
urn:cite:fuSyntax:0085003tokens.2897434_23	urn:cite:fuSyntax:0085003tokens.2897434_20
urn:cite:fuSyntax:0085003tokens.2897434_24	urn:cite:fuSyntax:0085003tokens.2897434_28
urn:cite:fuSyntax:0085003tokens.2897434_25	urn:cite:fuSyntax:0085003tokens.2897434_22
urn:cite:fuSyntax:0085003tokens.2897434_26	urn:cite:fuSyntax:0085003tokens.2897434_25
urn:cite:fuSyntax:0085003tokens.2897434_27	urn:cite:fuSyntax:0085003tokens.2897434_28
urn:cite:fuSyntax:0085003tokens.2897434_28	urn:cite:fuSyntax:0085003tokens.2897434_26
urn:cite:fuSyntax:0085003tokens.2897434_29	urn:cite:fuSyntax:0085003tokens.2897434_0
urn:cite:fuSyntax:0085003tokens.2897435_1	urn:cite:fuSyntax:0085003tokens.2897435_3
urn:cite:fuSyntax:0085003tokens.2897435_2	urn:cite:fuSyntax:0085003tokens.2897435_1
urn:cite:fuSyntax:0085003tokens.2897435_3	urn:cite:fuSyntax:0085003tokens.2897435_0
urn:cite:fuSyntax:0085003tokens.2897435_4	urn:cite:fuSyntax:0085003tokens.2897435_0
urn:cite:fuSyntax:0085003tokens.2897436_1	urn:cite:fuSyntax:0085003tokens.2897436_0
urn:cite:fuSyntax:0085003tokens.2897436_2	urn:cite:fuSyntax:0085003tokens.2897436_6
urn:cite:fuSyntax:0085003tokens.2897436_3	urn:cite:fuSyntax:0085003tokens.2897436_4
urn:cite:fuSyntax:0085003tokens.2897436_4	urn:cite:fuSyntax:0085003tokens.2897436_8
urn:cite:fuSyntax:0085003tokens.2897436_5	urn:cite:fuSyntax:0085003tokens.2897436_6
urn:cite:fuSyntax:0085003tokens.2897436_6	urn:cite:fuSyntax:0085003tokens.2897436_1
urn:cite:fuSyntax:0085003tokens.2897436_7	urn:cite:fuSyntax:0085003tokens.2897436_8
urn:cite:fuSyntax:0085003tokens.2897436_8	urn:cite:fuSyntax:0085003tokens.2897436_1
urn:cite:fuSyntax:0085003tokens.2897436_9	urn:cite:fuSyntax:0085003tokens.2897436_10
urn:cite:fuSyntax:0085003tokens.2897436_10	urn:cite:fuSyntax:0085003tokens.2897436_11
urn:cite:fuSyntax:0085003tokens.2897436_11	urn:cite:fuSyntax:0085003tokens.2897436_8
urn:cite:fuSyntax:0085003tokens.2897436_12	urn:cite:fuSyntax:0085003tokens.2897436_0
urn:cite:fuSyntax:0085003tokens.2897437_1	urn:cite:fuSyntax:0085003tokens.2897437_4
urn:cite:fuSyntax:0085003tokens.2897437_2	urn:cite:fuSyntax:0085003tokens.2897437_4
urn:cite:fuSyntax:0085003tokens.2897437_3	urn:cite:fuSyntax:0085003tokens.2897437_4
urn:cite:fuSyntax:0085003tokens.2897437_4	urn:cite:fuSyntax:0085003tokens.2897437_9
urn:cite:fuSyntax:0085003tokens.2897437_5	urn:cite:fuSyntax:0085003tokens.2897437_4
urn:cite:fuSyntax:0085003tokens.2897437_6	urn:cite:fuSyntax:0085003tokens.2897437_5
urn:cite:fuSyntax:0085003tokens.2897437_7	urn:cite:fuSyntax:0085003tokens.2897437_5
urn:cite:fuSyntax:0085003tokens.2897437_8	urn:cite:fuSyntax:0085003tokens.2897437_9
urn:cite:fuSyntax:0085003tokens.2897437_9	urn:cite:fuSyntax:0085003tokens.2897437_0
urn:cite:fuSyntax:0085003tokens.2897437_10	urn:cite:fuSyntax:0085003tokens.2897437_11
urn:cite:fuSyntax:0085003tokens.2897437_11	urn:cite:fuSyntax:0085003tokens.2897437_12
urn:cite:fuSyntax:0085003tokens.2897437_12	urn:cite:fuSyntax:0085003tokens.2897437_9
urn:cite:fuSyntax:0085003tokens.2897437_13	urn:cite:fuSyntax:0085003tokens.2897437_0
urn:cite:fuSyntax:0085003tokens.2897438_1	urn:cite:fuSyntax:0085003tokens.2897438_8
urn:cite:fuSyntax:0085003tokens.2897438_2	urn:cite:fuSyntax:0085003tokens.2897438_8
urn:cite:fuSyntax:0085003tokens.2897438_3	urn:cite:fuSyntax:0085003tokens.2897438_8
urn:cite:fuSyntax:0085003tokens.2897438_4	urn:cite:fuSyntax:0085003tokens.2897438_8
urn:cite:fuSyntax:0085003tokens.2897438_5	urn:cite:fuSyntax:0085003tokens.2897438_8
urn:cite:fuSyntax:0085003tokens.2897438_6	urn:cite:fuSyntax:0085003tokens.2897438_8
urn:cite:fuSyntax:0085003tokens.2897438_7	urn:cite:fuSyntax:0085003tokens.2897438_12
urn:cite:fuSyntax:0085003tokens.2897438_8	urn:cite:fuSyntax:0085003tokens.2897438_0
urn:cite:fuSyntax:0085003tokens.2897438_9	urn:cite:fuSyntax:0085003tokens.2897438_12
urn:cite:fuSyntax:0085003tokens.2897438_10	urn:cite:fuSyntax:0085003tokens.2897438_11
urn:cite:fuSyntax:0085003tokens.2897438_11	urn:cite:fuSyntax:0085003tokens.2897438_12
urn:cite:fuSyntax:0085003tokens.2897438_12	urn:cite:fuSyntax:0085003tokens.2897438_8
urn:cite:fuSyntax:0085003tokens.2897438_13	urn:cite:fuSyntax:0085003tokens.2897438_7
urn:cite:fuSyntax:0085003tokens.2897438_14	urn:cite:fuSyntax:0085003tokens.2897438_0
urn:cite:fuSyntax:0085003tokens.2897439_1	urn:cite:fuSyntax:0085003tokens.2897439_6
urn:cite:fuSyntax:0085003tokens.2897439_2	urn:cite:fuSyntax:0085003tokens.2897439_6
urn:cite:fuSyntax:0085003tokens.2897439_3	urn:cite:fuSyntax:0085003tokens.2897439_6
urn:cite:fuSyntax:0085003tokens.2897439_4	urn:cite:fuSyntax:0085003tokens.2897439_5
urn:cite:fuSyntax:0085003tokens.2897439_5	urn:cite:fuSyntax:0085003tokens.2897439_7
urn:cite:fuSyntax:0085003tokens.2897439_6	urn:cite:fuSyntax:0085003tokens.2897439_0
urn:cite:fuSyntax:0085003tokens.2897439_7	urn:cite:fuSyntax:0085003tokens.2897439_6
urn:cite:fuSyntax:0085003tokens.2897439_8	urn:cite:fuSyntax:0085003tokens.2897439_0
urn:cite:fuSyntax:0085003tokens.2897440_1	urn:cite:fuSyntax:0085003tokens.2897440_0
urn:cite:fuSyntax:0085003tokens.2897440_2	urn:cite:fuSyntax:0085003tokens.2897440_1
urn:cite:fuSyntax:0085003tokens.2897440_3	urn:cite:fuSyntax:0085003tokens.2897440_1
urn:cite:fuSyntax:0085003tokens.2897440_4	urn:cite:fuSyntax:0085003tokens.2897440_5
urn:cite:fuSyntax:0085003tokens.2897440_5	urn:cite:fuSyntax:0085003tokens.2897440_6
urn:cite:fuSyntax:0085003tokens.2897440_6	urn:cite:fuSyntax:0085003tokens.2897440_7
urn:cite:fuSyntax:0085003tokens.2897440_7	urn:cite:fuSyntax:0085003tokens.2897440_1
urn:cite:fuSyntax:0085003tokens.2897440_8	urn:cite:fuSyntax:0085003tokens.2897440_10
urn:cite:fuSyntax:0085003tokens.2897440_9	urn:cite:fuSyntax:0085003tokens.2897440_10
urn:cite:fuSyntax:0085003tokens.2897440_10	urn:cite:fuSyntax:0085003tokens.2897440_7
urn:cite:fuSyntax:0085003tokens.2897440_11	urn:cite:fuSyntax:0085003tokens.2897440_0
urn:cite:fuSyntax:0085003tokens.2897441_1	urn:cite:fuSyntax:0085003tokens.2897441_0
urn:cite:fuSyntax:0085003tokens.2897441_2	urn:cite:fuSyntax:0085003tokens.2897441_0
urn:cite:fuSyntax:0085003tokens.2897442_1	urn:cite:fuSyntax:0085003tokens.2897442_0
urn:cite:fuSyntax:0085003tokens.2897442_2	urn:cite:fuSyntax:0085003tokens.2897442_0
urn:cite:fuSyntax:0085003tokens.2897442_3	urn:cite:fuSyntax:0085003tokens.2897442_0
urn:cite:fuSyntax:0085003tokens.2897442_4	urn:cite:fuSyntax:0085003tokens.2897442_0
urn:cite:fuSyntax:0085003tokens.2897442_5	urn:cite:fuSyntax:0085003tokens.2897442_0
urn:cite:fuSyntax:0085003tokens.2897443_1	urn:cite:fuSyntax:0085003tokens.2897443_7
urn:cite:fuSyntax:0085003tokens.2897443_2	urn:cite:fuSyntax:0085003tokens.2897443_7
urn:cite:fuSyntax:0085003tokens.2897443_3	urn:cite:fuSyntax:0085003tokens.2897443_7
urn:cite:fuSyntax:0085003tokens.2897443_4	urn:cite:fuSyntax:0085003tokens.2897443_5
urn:cite:fuSyntax:0085003tokens.2897443_5	urn:cite:fuSyntax:0085003tokens.2897443_7
urn:cite:fuSyntax:0085003tokens.2897443_6	urn:cite:fuSyntax:0085003tokens.2897443_7
urn:cite:fuSyntax:0085003tokens.2897443_7	urn:cite:fuSyntax:0085003tokens.2897443_0
urn:cite:fuSyntax:0085003tokens.2897443_8	urn:cite:fuSyntax:0085003tokens.2897443_0
urn:cite:fuSyntax:0085003tokens.2897444_1	urn:cite:fuSyntax:0085003tokens.2897444_0
urn:cite:fuSyntax:0085003tokens.2897444_2	urn:cite:fuSyntax:0085003tokens.2897444_0
urn:cite:fuSyntax:0085003tokens.2897444_3	urn:cite:fuSyntax:0085003tokens.2897444_1
urn:cite:fuSyntax:0085003tokens.2897444_4	urn:cite:fuSyntax:0085003tokens.2897444_1
urn:cite:fuSyntax:0085003tokens.2897444_5	urn:cite:fuSyntax:0085003tokens.2897444_1
urn:cite:fuSyntax:0085003tokens.2897444_6	urn:cite:fuSyntax:0085003tokens.2897444_5
urn:cite:fuSyntax:0085003tokens.2897444_7	urn:cite:fuSyntax:0085003tokens.2897444_0
urn:cite:fuSyntax:0085003tokens.2897444_8	urn:cite:fuSyntax:0085003tokens.2897444_7
urn:cite:fuSyntax:0085003tokens.2897444_9	urn:cite:fuSyntax:0085003tokens.2897444_0
urn:cite:fuSyntax:0085003tokens.2897445_1	urn:cite:fuSyntax:0085003tokens.2897445_12
urn:cite:fuSyntax:0085003tokens.2897445_2	urn:cite:fuSyntax:0085003tokens.2897445_1
urn:cite:fuSyntax:0085003tokens.2897445_3	urn:cite:fuSyntax:0085003tokens.2897445_5
urn:cite:fuSyntax:0085003tokens.2897445_4	urn:cite:fuSyntax:0085003tokens.2897445_3
urn:cite:fuSyntax:0085003tokens.2897445_5	urn:cite:fuSyntax:0085003tokens.2897445_12
urn:cite:fuSyntax:0085003tokens.2897445_6	urn:cite:fuSyntax:0085003tokens.2897445_12
urn:cite:fuSyntax:0085003tokens.2897445_7	urn:cite:fuSyntax:0085003tokens.2897445_9
urn:cite:fuSyntax:0085003tokens.2897445_8	urn:cite:fuSyntax:0085003tokens.2897445_9
urn:cite:fuSyntax:0085003tokens.2897445_9	urn:cite:fuSyntax:0085003tokens.2897445_5
urn:cite:fuSyntax:0085003tokens.2897445_10	urn:cite:fuSyntax:0085003tokens.2897445_12
urn:cite:fuSyntax:0085003tokens.2897445_11	urn:cite:fuSyntax:0085003tokens.2897445_13
urn:cite:fuSyntax:0085003tokens.2897445_12	urn:cite:fuSyntax:0085003tokens.2897445_0
urn:cite:fuSyntax:0085003tokens.2897445_13	urn:cite:fuSyntax:0085003tokens.2897445_12
urn:cite:fuSyntax:0085003tokens.2897445_14	urn:cite:fuSyntax:0085003tokens.2897445_16
urn:cite:fuSyntax:0085003tokens.2897445_15	urn:cite:fuSyntax:0085003tokens.2897445_16
urn:cite:fuSyntax:0085003tokens.2897445_16	urn:cite:fuSyntax:0085003tokens.2897445_13
urn:cite:fuSyntax:0085003tokens.2897445_17	urn:cite:fuSyntax:0085003tokens.2897445_18
urn:cite:fuSyntax:0085003tokens.2897445_18	urn:cite:fuSyntax:0085003tokens.2897445_15
urn:cite:fuSyntax:0085003tokens.2897445_19	urn:cite:fuSyntax:0085003tokens.2897445_0
urn:cite:fuSyntax:0085003tokens.2897446_1	urn:cite:fuSyntax:0085003tokens.2897446_8
urn:cite:fuSyntax:0085003tokens.2897446_2	urn:cite:fuSyntax:0085003tokens.2897446_11
urn:cite:fuSyntax:0085003tokens.2897446_3	urn:cite:fuSyntax:0085003tokens.2897446_8
urn:cite:fuSyntax:0085003tokens.2897446_4	urn:cite:fuSyntax:0085003tokens.2897446_3
urn:cite:fuSyntax:0085003tokens.2897446_5	urn:cite:fuSyntax:0085003tokens.2897446_6
urn:cite:fuSyntax:0085003tokens.2897446_6	urn:cite:fuSyntax:0085003tokens.2897446_8
urn:cite:fuSyntax:0085003tokens.2897446_7	urn:cite:fuSyntax:0085003tokens.2897446_8
urn:cite:fuSyntax:0085003tokens.2897446_8	urn:cite:fuSyntax:0085003tokens.2897446_11
urn:cite:fuSyntax:0085003tokens.2897446_9	urn:cite:fuSyntax:0085003tokens.2897446_11
urn:cite:fuSyntax:0085003tokens.2897446_10	urn:cite:fuSyntax:0085003tokens.2897446_15
urn:cite:fuSyntax:0085003tokens.2897446_11	urn:cite:fuSyntax:0085003tokens.2897446_0
urn:cite:fuSyntax:0085003tokens.2897446_12	urn:cite:fuSyntax:0085003tokens.2897446_10
urn:cite:fuSyntax:0085003tokens.2897446_13	urn:cite:fuSyntax:0085003tokens.2897446_14
urn:cite:fuSyntax:0085003tokens.2897446_14	urn:cite:fuSyntax:0085003tokens.2897446_15
urn:cite:fuSyntax:0085003tokens.2897446_15	urn:cite:fuSyntax:0085003tokens.2897446_11
urn:cite:fuSyntax:0085003tokens.2897446_16	urn:cite:fuSyntax:0085003tokens.2897446_18
urn:cite:fuSyntax:0085003tokens.2897446_17	urn:cite:fuSyntax:0085003tokens.2897446_18
urn:cite:fuSyntax:0085003tokens.2897446_18	urn:cite:fuSyntax:0085003tokens.2897446_19
urn:cite:fuSyntax:0085003tokens.2897446_19	urn:cite:fuSyntax:0085003tokens.2897446_15
urn:cite:fuSyntax:0085003tokens.2897446_20	urn:cite:fuSyntax:0085003tokens.2897446_0
urn:cite:fuSyntax:0085003tokens.2897447_1	urn:cite:fuSyntax:0085003tokens.2897447_6
urn:cite:fuSyntax:0085003tokens.2897447_2	urn:cite:fuSyntax:0085003tokens.2897447_0
urn:cite:fuSyntax:0085003tokens.2897447_3	urn:cite:fuSyntax:0085003tokens.2897447_4
urn:cite:fuSyntax:0085003tokens.2897447_4	urn:cite:fuSyntax:0085003tokens.2897447_1
urn:cite:fuSyntax:0085003tokens.2897447_5	urn:cite:fuSyntax:0085003tokens.2897447_6
urn:cite:fuSyntax:0085003tokens.2897447_6	urn:cite:fuSyntax:0085003tokens.2897447_2
urn:cite:fuSyntax:0085003tokens.2897447_7	urn:cite:fuSyntax:0085003tokens.2897447_6
urn:cite:fuSyntax:0085003tokens.2897447_8	urn:cite:fuSyntax:0085003tokens.2897447_7
urn:cite:fuSyntax:0085003tokens.2897447_9	urn:cite:fuSyntax:0085003tokens.2897447_11
urn:cite:fuSyntax:0085003tokens.2897447_10	urn:cite:fuSyntax:0085003tokens.2897447_11
urn:cite:fuSyntax:0085003tokens.2897447_11	urn:cite:fuSyntax:0085003tokens.2897447_6
urn:cite:fuSyntax:0085003tokens.2897447_12	urn:cite:fuSyntax:0085003tokens.2897447_0
urn:cite:fuSyntax:0085003tokens.2897448_1	urn:cite:fuSyntax:0085003tokens.2897448_5
urn:cite:fuSyntax:0085003tokens.2897448_2	urn:cite:fuSyntax:0085003tokens.2897448_5
urn:cite:fuSyntax:0085003tokens.2897448_3	urn:cite:fuSyntax:0085003tokens.2897448_5
urn:cite:fuSyntax:0085003tokens.2897448_4	urn:cite:fuSyntax:0085003tokens.2897448_5
urn:cite:fuSyntax:0085003tokens.2897448_5	urn:cite:fuSyntax:0085003tokens.2897448_0
urn:cite:fuSyntax:0085003tokens.2897448_6	urn:cite:fuSyntax:0085003tokens.2897448_0
urn:cite:fuSyntax:0085003tokens.2897449_1	urn:cite:fuSyntax:0085003tokens.2897449_7
urn:cite:fuSyntax:0085003tokens.2897449_2	urn:cite:fuSyntax:0085003tokens.2897449_1
urn:cite:fuSyntax:0085003tokens.2897449_3	urn:cite:fuSyntax:0085003tokens.2897449_4
urn:cite:fuSyntax:0085003tokens.2897449_4	urn:cite:fuSyntax:0085003tokens.2897449_9
urn:cite:fuSyntax:0085003tokens.2897449_5	urn:cite:fuSyntax:0085003tokens.2897449_7
urn:cite:fuSyntax:0085003tokens.2897449_6	urn:cite:fuSyntax:0085003tokens.2897449_7
urn:cite:fuSyntax:0085003tokens.2897449_7	urn:cite:fuSyntax:0085003tokens.2897449_9
urn:cite:fuSyntax:0085003tokens.2897449_8	urn:cite:fuSyntax:0085003tokens.2897449_0
urn:cite:fuSyntax:0085003tokens.2897449_9	urn:cite:fuSyntax:0085003tokens.2897449_8
urn:cite:fuSyntax:0085003tokens.2897449_10	urn:cite:fuSyntax:0085003tokens.2897449_0
urn:cite:fuSyntax:0085003tokens.2897450_1	urn:cite:fuSyntax:0085003tokens.2897450_6
urn:cite:fuSyntax:0085003tokens.2897450_2	urn:cite:fuSyntax:0085003tokens.2897450_3
urn:cite:fuSyntax:0085003tokens.2897450_3	urn:cite:fuSyntax:0085003tokens.2897450_0
urn:cite:fuSyntax:0085003tokens.2897450_4	urn:cite:fuSyntax:0085003tokens.2897450_6
urn:cite:fuSyntax:0085003tokens.2897450_5	urn:cite:fuSyntax:0085003tokens.2897450_6
urn:cite:fuSyntax:0085003tokens.2897450_6	urn:cite:fuSyntax:0085003tokens.2897450_3
urn:cite:fuSyntax:0085003tokens.2897450_7	urn:cite:fuSyntax:0085003tokens.2897450_9
urn:cite:fuSyntax:0085003tokens.2897450_8	urn:cite:fuSyntax:0085003tokens.2897450_9
urn:cite:fuSyntax:0085003tokens.2897450_9	urn:cite:fuSyntax:0085003tokens.2897450_3
urn:cite:fuSyntax:0085003tokens.2897450_10	urn:cite:fuSyntax:0085003tokens.2897450_0
urn:cite:fuSyntax:0085003tokens.2897451_1	urn:cite:fuSyntax:0085003tokens.2897451_2
urn:cite:fuSyntax:0085003tokens.2897451_2	urn:cite:fuSyntax:0085003tokens.2897451_0
urn:cite:fuSyntax:0085003tokens.2897451_3	urn:cite:fuSyntax:0085003tokens.2897451_2
urn:cite:fuSyntax:0085003tokens.2897451_4	urn:cite:fuSyntax:0085003tokens.2897451_0
urn:cite:fuSyntax:0085003tokens.2897452_1	urn:cite:fuSyntax:0085003tokens.2897452_13
urn:cite:fuSyntax:0085003tokens.2897452_2	urn:cite:fuSyntax:0085003tokens.2897452_1
urn:cite:fuSyntax:0085003tokens.2897452_3	urn:cite:fuSyntax:0085003tokens.2897452_13
urn:cite:fuSyntax:0085003tokens.2897452_4	urn:cite:fuSyntax:0085003tokens.2897452_3
urn:cite:fuSyntax:0085003tokens.2897452_5	urn:cite:fuSyntax:0085003tokens.2897452_7
urn:cite:fuSyntax:0085003tokens.2897452_6	urn:cite:fuSyntax:0085003tokens.2897452_7
urn:cite:fuSyntax:0085003tokens.2897452_7	urn:cite:fuSyntax:0085003tokens.2897452_3
urn:cite:fuSyntax:0085003tokens.2897452_8	urn:cite:fuSyntax:0085003tokens.2897452_6
urn:cite:fuSyntax:0085003tokens.2897452_9	urn:cite:fuSyntax:0085003tokens.2897452_6
urn:cite:fuSyntax:0085003tokens.2897452_10	urn:cite:fuSyntax:0085003tokens.2897452_14
urn:cite:fuSyntax:0085003tokens.2897452_11	urn:cite:fuSyntax:0085003tokens.2897452_13
urn:cite:fuSyntax:0085003tokens.2897452_12	urn:cite:fuSyntax:0085003tokens.2897452_13
urn:cite:fuSyntax:0085003tokens.2897452_13	urn:cite:fuSyntax:0085003tokens.2897452_0
urn:cite:fuSyntax:0085003tokens.2897452_14	urn:cite:fuSyntax:0085003tokens.2897452_13
urn:cite:fuSyntax:0085003tokens.2897452_15	urn:cite:fuSyntax:0085003tokens.2897452_10
urn:cite:fuSyntax:0085003tokens.2897452_16	urn:cite:fuSyntax:0085003tokens.2897452_13
urn:cite:fuSyntax:0085003tokens.2897452_17	urn:cite:fuSyntax:0085003tokens.2897452_18
urn:cite:fuSyntax:0085003tokens.2897452_18	urn:cite:fuSyntax:0085003tokens.2897452_13
urn:cite:fuSyntax:0085003tokens.2897452_19	urn:cite:fuSyntax:0085003tokens.2897452_21
urn:cite:fuSyntax:0085003tokens.2897452_20	urn:cite:fuSyntax:0085003tokens.2897452_19
urn:cite:fuSyntax:0085003tokens.2897452_21	urn:cite:fuSyntax:0085003tokens.2897452_13
urn:cite:fuSyntax:0085003tokens.2897452_22	urn:cite:fuSyntax:0085003tokens.2897452_23
urn:cite:fuSyntax:0085003tokens.2897452_23	urn:cite:fuSyntax:0085003tokens.2897452_21
urn:cite:fuSyntax:0085003tokens.2897452_24	urn:cite:fuSyntax:0085003tokens.2897452_23
urn:cite:fuSyntax:0085003tokens.2897452_25	urn:cite:fuSyntax:0085003tokens.2897452_0
urn:cite:fuSyntax:0085003tokens.2897453_1	urn:cite:fuSyntax:0085003tokens.2897453_2
urn:cite:fuSyntax:0085003tokens.2897453_2	urn:cite:fuSyntax:0085003tokens.2897453_4
urn:cite:fuSyntax:0085003tokens.2897453_3	urn:cite:fuSyntax:0085003tokens.2897453_4
urn:cite:fuSyntax:0085003tokens.2897453_4	urn:cite:fuSyntax:0085003tokens.2897453_0
urn:cite:fuSyntax:0085003tokens.2897453_5	urn:cite:fuSyntax:0085003tokens.2897453_4
urn:cite:fuSyntax:0085003tokens.2897453_6	urn:cite:fuSyntax:0085003tokens.2897453_10
urn:cite:fuSyntax:0085003tokens.2897453_7	urn:cite:fuSyntax:0085003tokens.2897453_10
urn:cite:fuSyntax:0085003tokens.2897453_8	urn:cite:fuSyntax:0085003tokens.2897453_7
urn:cite:fuSyntax:0085003tokens.2897453_9	urn:cite:fuSyntax:0085003tokens.2897453_10
urn:cite:fuSyntax:0085003tokens.2897453_10	urn:cite:fuSyntax:0085003tokens.2897453_2
urn:cite:fuSyntax:0085003tokens.2897453_11	urn:cite:fuSyntax:0085003tokens.2897453_0
urn:cite:fuSyntax:0085003tokens.2897454_1	urn:cite:fuSyntax:0085003tokens.2897454_7
urn:cite:fuSyntax:0085003tokens.2897454_2	urn:cite:fuSyntax:0085003tokens.2897454_8
urn:cite:fuSyntax:0085003tokens.2897454_3	urn:cite:fuSyntax:0085003tokens.2897454_8
urn:cite:fuSyntax:0085003tokens.2897454_4	urn:cite:fuSyntax:0085003tokens.2897454_3
urn:cite:fuSyntax:0085003tokens.2897454_5	urn:cite:fuSyntax:0085003tokens.2897454_9
urn:cite:fuSyntax:0085003tokens.2897454_6	urn:cite:fuSyntax:0085003tokens.2897454_5
urn:cite:fuSyntax:0085003tokens.2897454_7	urn:cite:fuSyntax:0085003tokens.2897454_9
urn:cite:fuSyntax:0085003tokens.2897454_8	urn:cite:fuSyntax:0085003tokens.2897454_0
urn:cite:fuSyntax:0085003tokens.2897454_9	urn:cite:fuSyntax:0085003tokens.2897454_8
urn:cite:fuSyntax:0085003tokens.2897454_10	urn:cite:fuSyntax:0085003tokens.2897454_0
urn:cite:fuSyntax:0085003tokens.2897455_1	urn:cite:fuSyntax:0085003tokens.2897455_3
urn:cite:fuSyntax:0085003tokens.2897455_2	urn:cite:fuSyntax:0085003tokens.2897455_3
urn:cite:fuSyntax:0085003tokens.2897455_3	urn:cite:fuSyntax:0085003tokens.2897455_0
urn:cite:fuSyntax:0085003tokens.2897455_4	urn:cite:fuSyntax:0085003tokens.2897455_5
urn:cite:fuSyntax:0085003tokens.2897455_5	urn:cite:fuSyntax:0085003tokens.2897455_3
urn:cite:fuSyntax:0085003tokens.2897455_6	urn:cite:fuSyntax:0085003tokens.2897455_0
urn:cite:fuSyntax:0085003tokens.2897456_1	urn:cite:fuSyntax:0085003tokens.2897456_6
urn:cite:fuSyntax:0085003tokens.2897456_2	urn:cite:fuSyntax:0085003tokens.2897456_1
urn:cite:fuSyntax:0085003tokens.2897456_3	urn:cite:fuSyntax:0085003tokens.2897456_5
urn:cite:fuSyntax:0085003tokens.2897456_4	urn:cite:fuSyntax:0085003tokens.2897456_3
urn:cite:fuSyntax:0085003tokens.2897456_5	urn:cite:fuSyntax:0085003tokens.2897456_6
urn:cite:fuSyntax:0085003tokens.2897456_6	urn:cite:fuSyntax:0085003tokens.2897456_7
urn:cite:fuSyntax:0085003tokens.2897456_7	urn:cite:fuSyntax:0085003tokens.2897456_0
urn:cite:fuSyntax:0085003tokens.2897456_8	urn:cite:fuSyntax:0085003tokens.2897456_0
urn:cite:fuSyntax:0085003tokens.2897457_1	urn:cite:fuSyntax:0085003tokens.2897457_2
urn:cite:fuSyntax:0085003tokens.2897457_2	urn:cite:fuSyntax:0085003tokens.2897457_4
urn:cite:fuSyntax:0085003tokens.2897457_3	urn:cite:fuSyntax:0085003tokens.2897457_5
urn:cite:fuSyntax:0085003tokens.2897457_4	urn:cite:fuSyntax:0085003tokens.2897457_5
urn:cite:fuSyntax:0085003tokens.2897457_5	urn:cite:fuSyntax:0085003tokens.2897457_7
urn:cite:fuSyntax:0085003tokens.2897457_6	urn:cite:fuSyntax:0085003tokens.2897457_7
urn:cite:fuSyntax:0085003tokens.2897457_7	urn:cite:fuSyntax:0085003tokens.2897457_0
urn:cite:fuSyntax:0085003tokens.2897457_8	urn:cite:fuSyntax:0085003tokens.2897457_7
urn:cite:fuSyntax:0085003tokens.2897457_9	urn:cite:fuSyntax:0085003tokens.2897457_8
urn:cite:fuSyntax:0085003tokens.2897457_10	urn:cite:fuSyntax:0085003tokens.2897457_13
urn:cite:fuSyntax:0085003tokens.2897457_11	urn:cite:fuSyntax:0085003tokens.2897457_12
urn:cite:fuSyntax:0085003tokens.2897457_12	urn:cite:fuSyntax:0085003tokens.2897457_9
urn:cite:fuSyntax:0085003tokens.2897457_13	urn:cite:fuSyntax:0085003tokens.2897457_12
urn:cite:fuSyntax:0085003tokens.2897457_14	urn:cite:fuSyntax:0085003tokens.2897457_0
urn:cite:fuSyntax:0085003tokens.2897458_1	urn:cite:fuSyntax:0085003tokens.2897458_15
urn:cite:fuSyntax:0085003tokens.2897458_2	urn:cite:fuSyntax:0085003tokens.2897458_1
urn:cite:fuSyntax:0085003tokens.2897458_3	urn:cite:fuSyntax:0085003tokens.2897458_15
urn:cite:fuSyntax:0085003tokens.2897458_4	urn:cite:fuSyntax:0085003tokens.2897458_5
urn:cite:fuSyntax:0085003tokens.2897458_5	urn:cite:fuSyntax:0085003tokens.2897458_3
urn:cite:fuSyntax:0085003tokens.2897458_6	urn:cite:fuSyntax:0085003tokens.2897458_11
urn:cite:fuSyntax:0085003tokens.2897458_7	urn:cite:fuSyntax:0085003tokens.2897458_15
urn:cite:fuSyntax:0085003tokens.2897458_8	urn:cite:fuSyntax:0085003tokens.2897458_10
urn:cite:fuSyntax:0085003tokens.2897458_9	urn:cite:fuSyntax:0085003tokens.2897458_8
urn:cite:fuSyntax:0085003tokens.2897458_10	urn:cite:fuSyntax:0085003tokens.2897458_11
urn:cite:fuSyntax:0085003tokens.2897458_11	urn:cite:fuSyntax:0085003tokens.2897458_15
